block,layer,position,prompt,rank_intermediate,rank_answer
ic,11,98,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,1084,8186
ic,11,99,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,19765,15913
ic,11,100,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,601,1495
ic,11,101,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,74394,50684
ic,11,102,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,15069,12139
ic,11,103,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,6252,24465
ic,12,98,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,286,1324
ic,12,99,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,2117,1467
ic,12,100,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,226,416
ic,12,101,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,24607,15996
ic,12,102,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,4674,3677
ic,12,103,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,3888,13008
ic,13,98,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,1727,4917
ic,13,99,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,13520,6842
ic,13,100,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,1391,2156
ic,13,101,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,30771,13099
ic,13,102,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,22555,10193
ic,13,103,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,7310,17753
ic,14,98,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,891,1109
ic,14,99,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,12499,10483
ic,14,100,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,1239,2001
ic,14,101,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,55862,10982
ic,14,102,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,38089,12338
ic,14,103,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,13083,27927
ic,15,98,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,3492,6079
ic,15,99,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,19597,11274
ic,15,100,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,1293,946
ic,15,101,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,84695,27083
ic,15,102,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,61378,12922
ic,15,103,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,38604,44065
ic,16,98,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,6710,11517
ic,16,99,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,61251,24433
ic,16,100,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,4135,2614
ic,16,101,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,126318,45736
ic,16,102,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,78529,21174
ic,16,103,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,83902,106169
ic,17,98,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,11281,22301
ic,17,99,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,114842,52039
ic,17,100,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,4636,2316
ic,17,101,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,132940,92291
ic,17,102,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,140168,121971
ic,17,103,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,117723,140149
ic,18,98,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,45956,61097
ic,18,99,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,112153,48245
ic,18,100,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,61231,30994
ic,18,101,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,143935,124226
ic,18,102,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,148059,141631
ic,18,103,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,118806,139991
ic,19,98,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,66460,108590
ic,19,99,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,139656,107005
ic,19,100,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,6563,18524
ic,19,101,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,143401,117530
ic,19,102,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,143545,111671
ic,19,103,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,131162,133832
ic,20,98,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,64807,101855
ic,20,99,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,145584,142508
ic,20,100,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,7435,14636
ic,20,101,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,146905,130558
ic,20,102,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,148501,121696
ic,20,103,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,132577,101853
ic,21,98,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,31994,63792
ic,21,99,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,105283,136015
ic,21,100,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,954,2779
ic,21,101,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,145862,133034
ic,21,102,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,114914,91606
ic,21,103,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,132377,94172
ic,22,98,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,1711,37295
ic,22,99,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,59679,117333
ic,22,100,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,85,2477
ic,22,101,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,132679,130570
ic,22,102,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,82869,108665
ic,22,103,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,113975,116355
ic,23,98,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,147,9482
ic,23,99,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,19817,96038
ic,23,100,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,117,1687
ic,23,101,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,117284,100293
ic,23,102,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,50671,99111
ic,23,103,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,90589,76569
ic,24,98,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,0,1194
ic,24,99,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,38,8401
ic,24,100,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,47,1150
ic,24,101,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,42822,41417
ic,24,102,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,4893,43218
ic,24,103,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,11377,18105
ic,25,98,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,0,264
ic,25,99,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,5,692
ic,25,100,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,6,196
ic,25,101,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,17809,15596
ic,25,102,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,270,7583
ic,25,103,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,1421,1584
ic,26,98,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,0,77
ic,26,99,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,2,169
ic,26,100,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,2,105
ic,26,101,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,1110,1428
ic,26,102,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,74,1101
ic,26,103,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,208,432
ic,0,96,The currency of Thakro is Peldun. The ally of Naltoldor is S,118444,90855
ic,0,97,The currency of Thakro is Peldun. The ally of Naltoldor is S,21263,56920
ic,0,98,The currency of Thakro is Peldun. The ally of Naltoldor is S,9307,7947
ic,0,99,The currency of Thakro is Peldun. The ally of Naltoldor is S,97935,83374
ic,0,100,The currency of Thakro is Peldun. The ally of Naltoldor is S,114317,132439
ic,0,101,The currency of Thakro is Peldun. The ally of Naltoldor is S,12219,76687
ic,1,96,The currency of Thakro is Peldun. The ally of Naltoldor is S,78544,54165
ic,1,97,The currency of Thakro is Peldun. The ally of Naltoldor is S,5653,18113
ic,1,98,The currency of Thakro is Peldun. The ally of Naltoldor is S,4947,2710
ic,1,99,The currency of Thakro is Peldun. The ally of Naltoldor is S,84614,85361
ic,1,100,The currency of Thakro is Peldun. The ally of Naltoldor is S,116639,109867
ic,1,101,The currency of Thakro is Peldun. The ally of Naltoldor is S,8173,83868
ic,2,96,The currency of Thakro is Peldun. The ally of Naltoldor is S,103716,121160
ic,2,97,The currency of Thakro is Peldun. The ally of Naltoldor is S,11972,72760
ic,2,98,The currency of Thakro is Peldun. The ally of Naltoldor is S,4997,7607
ic,2,99,The currency of Thakro is Peldun. The ally of Naltoldor is S,93069,83209
ic,2,100,The currency of Thakro is Peldun. The ally of Naltoldor is S,92625,135635
ic,2,101,The currency of Thakro is Peldun. The ally of Naltoldor is S,2774,103192
ic,3,96,The currency of Thakro is Peldun. The ally of Naltoldor is S,27614,64702
ic,3,97,The currency of Thakro is Peldun. The ally of Naltoldor is S,702,13620
ic,3,98,The currency of Thakro is Peldun. The ally of Naltoldor is S,3301,5059
ic,3,99,The currency of Thakro is Peldun. The ally of Naltoldor is S,51930,66051
ic,3,100,The currency of Thakro is Peldun. The ally of Naltoldor is S,37054,130917
ic,3,101,The currency of Thakro is Peldun. The ally of Naltoldor is S,1005,62251
ic,4,96,The currency of Thakro is Peldun. The ally of Naltoldor is S,57091,90672
ic,4,97,The currency of Thakro is Peldun. The ally of Naltoldor is S,3369,13635
ic,4,98,The currency of Thakro is Peldun. The ally of Naltoldor is S,12688,7281
ic,4,99,The currency of Thakro is Peldun. The ally of Naltoldor is S,58925,64857
ic,4,100,The currency of Thakro is Peldun. The ally of Naltoldor is S,111049,138647
ic,4,101,The currency of Thakro is Peldun. The ally of Naltoldor is S,1163,56960
ic,5,96,The currency of Thakro is Peldun. The ally of Naltoldor is S,16808,80540
ic,5,97,The currency of Thakro is Peldun. The ally of Naltoldor is S,584,19397
ic,5,98,The currency of Thakro is Peldun. The ally of Naltoldor is S,3425,8767
ic,5,99,The currency of Thakro is Peldun. The ally of Naltoldor is S,35697,74454
ic,5,100,The currency of Thakro is Peldun. The ally of Naltoldor is S,54304,139706
ic,5,101,The currency of Thakro is Peldun. The ally of Naltoldor is S,782,51523
ic,6,96,The currency of Thakro is Peldun. The ally of Naltoldor is S,17338,74728
ic,6,97,The currency of Thakro is Peldun. The ally of Naltoldor is S,1415,18479
ic,6,98,The currency of Thakro is Peldun. The ally of Naltoldor is S,8291,18815
ic,6,99,The currency of Thakro is Peldun. The ally of Naltoldor is S,38926,112603
ic,6,100,The currency of Thakro is Peldun. The ally of Naltoldor is S,73137,142190
ic,6,101,The currency of Thakro is Peldun. The ally of Naltoldor is S,590,39878
ic,7,96,The currency of Thakro is Peldun. The ally of Naltoldor is S,8845,63483
ic,7,97,The currency of Thakro is Peldun. The ally of Naltoldor is S,385,7633
ic,7,98,The currency of Thakro is Peldun. The ally of Naltoldor is S,5234,13320
ic,7,99,The currency of Thakro is Peldun. The ally of Naltoldor is S,41312,109467
ic,7,100,The currency of Thakro is Peldun. The ally of Naltoldor is S,42194,135381
ic,7,101,The currency of Thakro is Peldun. The ally of Naltoldor is S,293,43724
ic,8,96,The currency of Thakro is Peldun. The ally of Naltoldor is S,82152,134877
ic,8,97,The currency of Thakro is Peldun. The ally of Naltoldor is S,7233,20804
ic,8,98,The currency of Thakro is Peldun. The ally of Naltoldor is S,14415,43240
ic,8,99,The currency of Thakro is Peldun. The ally of Naltoldor is S,63461,136368
ic,8,100,The currency of Thakro is Peldun. The ally of Naltoldor is S,68730,144716
ic,8,101,The currency of Thakro is Peldun. The ally of Naltoldor is S,1638,75688
ic,9,96,The currency of Thakro is Peldun. The ally of Naltoldor is S,22962,80951
ic,9,97,The currency of Thakro is Peldun. The ally of Naltoldor is S,791,7899
ic,9,98,The currency of Thakro is Peldun. The ally of Naltoldor is S,10060,20257
ic,9,99,The currency of Thakro is Peldun. The ally of Naltoldor is S,42799,103030
ic,9,100,The currency of Thakro is Peldun. The ally of Naltoldor is S,37040,125556
ic,9,101,The currency of Thakro is Peldun. The ally of Naltoldor is S,802,43558
ic,10,96,The currency of Thakro is Peldun. The ally of Naltoldor is S,22729,70811
ic,10,97,The currency of Thakro is Peldun. The ally of Naltoldor is S,863,4083
ic,10,98,The currency of Thakro is Peldun. The ally of Naltoldor is S,16023,9460
ic,10,99,The currency of Thakro is Peldun. The ally of Naltoldor is S,82593,84732
ic,10,100,The currency of Thakro is Peldun. The ally of Naltoldor is S,29430,104599
ic,10,101,The currency of Thakro is Peldun. The ally of Naltoldor is S,2740,78019
ic,11,96,The currency of Thakro is Peldun. The ally of Naltoldor is S,21623,79814
ic,11,97,The currency of Thakro is Peldun. The ally of Naltoldor is S,687,7869
ic,11,98,The currency of Thakro is Peldun. The ally of Naltoldor is S,14176,9410
ic,11,99,The currency of Thakro is Peldun. The ally of Naltoldor is S,64111,71990
ic,11,100,The currency of Thakro is Peldun. The ally of Naltoldor is S,17239,83573
ic,11,101,The currency of Thakro is Peldun. The ally of Naltoldor is S,2574,76534
ic,12,96,The currency of Thakro is Peldun. The ally of Naltoldor is S,2272,75402
ic,12,97,The currency of Thakro is Peldun. The ally of Naltoldor is S,200,12537
ic,12,98,The currency of Thakro is Peldun. The ally of Naltoldor is S,1705,7711
ic,12,99,The currency of Thakro is Peldun. The ally of Naltoldor is S,13066,54577
ic,12,100,The currency of Thakro is Peldun. The ally of Naltoldor is S,3398,73866
ic,12,101,The currency of Thakro is Peldun. The ally of Naltoldor is S,926,54594
ic,13,96,The currency of Thakro is Peldun. The ally of Naltoldor is S,3326,79624
ic,13,97,The currency of Thakro is Peldun. The ally of Naltoldor is S,272,10823
ic,13,98,The currency of Thakro is Peldun. The ally of Naltoldor is S,5493,12180
ic,13,99,The currency of Thakro is Peldun. The ally of Naltoldor is S,12002,50145
ic,13,100,The currency of Thakro is Peldun. The ally of Naltoldor is S,10869,85546
ic,13,101,The currency of Thakro is Peldun. The ally of Naltoldor is S,1747,56848
ic,14,96,The currency of Thakro is Peldun. The ally of Naltoldor is S,5134,25712
ic,14,97,The currency of Thakro is Peldun. The ally of Naltoldor is S,613,2462
ic,14,98,The currency of Thakro is Peldun. The ally of Naltoldor is S,9079,8742
ic,14,99,The currency of Thakro is Peldun. The ally of Naltoldor is S,21927,45162
ic,14,100,The currency of Thakro is Peldun. The ally of Naltoldor is S,16969,68144
ic,14,101,The currency of Thakro is Peldun. The ally of Naltoldor is S,3973,75202
ic,15,96,The currency of Thakro is Peldun. The ally of Naltoldor is S,6597,20070
ic,15,97,The currency of Thakro is Peldun. The ally of Naltoldor is S,981,4408
ic,15,98,The currency of Thakro is Peldun. The ally of Naltoldor is S,12942,32567
ic,15,99,The currency of Thakro is Peldun. The ally of Naltoldor is S,38574,78133
ic,15,100,The currency of Thakro is Peldun. The ally of Naltoldor is S,38137,98344
ic,15,101,The currency of Thakro is Peldun. The ally of Naltoldor is S,4875,79044
ic,16,96,The currency of Thakro is Peldun. The ally of Naltoldor is S,35465,31352
ic,16,97,The currency of Thakro is Peldun. The ally of Naltoldor is S,1235,2036
ic,16,98,The currency of Thakro is Peldun. The ally of Naltoldor is S,18291,41980
ic,16,99,The currency of Thakro is Peldun. The ally of Naltoldor is S,65526,136999
ic,16,100,The currency of Thakro is Peldun. The ally of Naltoldor is S,32976,115277
ic,16,101,The currency of Thakro is Peldun. The ally of Naltoldor is S,12006,72437
ic,17,96,The currency of Thakro is Peldun. The ally of Naltoldor is S,39496,55416
ic,17,97,The currency of Thakro is Peldun. The ally of Naltoldor is S,2856,2614
ic,17,98,The currency of Thakro is Peldun. The ally of Naltoldor is S,44409,50541
ic,17,99,The currency of Thakro is Peldun. The ally of Naltoldor is S,89542,142079
ic,17,100,The currency of Thakro is Peldun. The ally of Naltoldor is S,122300,134355
ic,17,101,The currency of Thakro is Peldun. The ally of Naltoldor is S,37406,116102
ic,18,96,The currency of Thakro is Peldun. The ally of Naltoldor is S,92897,47856
ic,18,97,The currency of Thakro is Peldun. The ally of Naltoldor is S,27282,3268
ic,18,98,The currency of Thakro is Peldun. The ally of Naltoldor is S,127269,53212
ic,18,99,The currency of Thakro is Peldun. The ally of Naltoldor is S,128240,124394
ic,18,100,The currency of Thakro is Peldun. The ally of Naltoldor is S,132180,115748
ic,18,101,The currency of Thakro is Peldun. The ally of Naltoldor is S,96684,97361
ic,19,96,The currency of Thakro is Peldun. The ally of Naltoldor is S,129866,30348
ic,19,97,The currency of Thakro is Peldun. The ally of Naltoldor is S,12484,278
ic,19,98,The currency of Thakro is Peldun. The ally of Naltoldor is S,101445,9599
ic,19,99,The currency of Thakro is Peldun. The ally of Naltoldor is S,137136,129663
ic,19,100,The currency of Thakro is Peldun. The ally of Naltoldor is S,118034,99787
ic,19,101,The currency of Thakro is Peldun. The ally of Naltoldor is S,109602,50748
ic,20,96,The currency of Thakro is Peldun. The ally of Naltoldor is S,148793,69227
ic,20,97,The currency of Thakro is Peldun. The ally of Naltoldor is S,8213,138
ic,20,98,The currency of Thakro is Peldun. The ally of Naltoldor is S,122849,48177
ic,20,99,The currency of Thakro is Peldun. The ally of Naltoldor is S,135902,133227
ic,20,100,The currency of Thakro is Peldun. The ally of Naltoldor is S,121493,126753
ic,20,101,The currency of Thakro is Peldun. The ally of Naltoldor is S,84334,38757
ic,21,96,The currency of Thakro is Peldun. The ally of Naltoldor is S,144374,66949
ic,21,97,The currency of Thakro is Peldun. The ally of Naltoldor is S,244,381
ic,21,98,The currency of Thakro is Peldun. The ally of Naltoldor is S,118537,63061
ic,21,99,The currency of Thakro is Peldun. The ally of Naltoldor is S,129466,143338
ic,21,100,The currency of Thakro is Peldun. The ally of Naltoldor is S,109187,127796
ic,21,101,The currency of Thakro is Peldun. The ally of Naltoldor is S,83589,44933
ic,22,96,The currency of Thakro is Peldun. The ally of Naltoldor is S,125152,80870
ic,22,97,The currency of Thakro is Peldun. The ally of Naltoldor is S,89,219
ic,22,98,The currency of Thakro is Peldun. The ally of Naltoldor is S,122871,92882
ic,22,99,The currency of Thakro is Peldun. The ally of Naltoldor is S,128865,144084
ic,22,100,The currency of Thakro is Peldun. The ally of Naltoldor is S,87372,122939
ic,22,101,The currency of Thakro is Peldun. The ally of Naltoldor is S,100053,31905
ic,23,96,The currency of Thakro is Peldun. The ally of Naltoldor is S,124030,80189
ic,23,97,The currency of Thakro is Peldun. The ally of Naltoldor is S,28,443
ic,23,98,The currency of Thakro is Peldun. The ally of Naltoldor is S,129882,108249
ic,23,99,The currency of Thakro is Peldun. The ally of Naltoldor is S,119683,145637
ic,23,100,The currency of Thakro is Peldun. The ally of Naltoldor is S,69588,121604
ic,23,101,The currency of Thakro is Peldun. The ally of Naltoldor is S,78365,10880
ic,24,96,The currency of Thakro is Peldun. The ally of Naltoldor is S,38642,46102
ic,24,97,The currency of Thakro is Peldun. The ally of Naltoldor is S,19,659
ic,24,98,The currency of Thakro is Peldun. The ally of Naltoldor is S,67275,82775
ic,24,99,The currency of Thakro is Peldun. The ally of Naltoldor is S,70667,146392
ic,24,100,The currency of Thakro is Peldun. The ally of Naltoldor is S,37444,104962
ic,24,101,The currency of Thakro is Peldun. The ally of Naltoldor is S,26119,5685
ic,25,96,The currency of Thakro is Peldun. The ally of Naltoldor is S,1674,6523
ic,25,97,The currency of Thakro is Peldun. The ally of Naltoldor is S,1,208
ic,25,98,The currency of Thakro is Peldun. The ally of Naltoldor is S,17948,54148
ic,25,99,The currency of Thakro is Peldun. The ally of Naltoldor is S,13285,135755
ic,25,100,The currency of Thakro is Peldun. The ally of Naltoldor is S,4173,41318
ic,25,101,The currency of Thakro is Peldun. The ally of Naltoldor is S,2938,1538
ic,26,96,The currency of Thakro is Peldun. The ally of Naltoldor is S,116,3207
ic,26,97,The currency of Thakro is Peldun. The ally of Naltoldor is S,1,173
ic,26,98,The currency of Thakro is Peldun. The ally of Naltoldor is S,4940,47180
ic,26,99,The currency of Thakro is Peldun. The ally of Naltoldor is S,1133,117513
ic,26,100,The currency of Thakro is Peldun. The ally of Naltoldor is S,196,15696
ic,26,101,The currency of Thakro is Peldun. The ally of Naltoldor is S,422,1790
ic,0,100,The capital of Yeldun is Loduntha. The language of Ramin is ,120406,116305
ic,0,101,The capital of Yeldun is Loduntha. The language of Ramin is ,21777,24484
ic,0,102,The capital of Yeldun is Loduntha. The language of Ramin is ,9067,10818
ic,0,103,The capital of Yeldun is Loduntha. The language of Ramin is ,96440,95016
ic,0,104,The capital of Yeldun is Loduntha. The language of Ramin is ,114163,137631
ic,0,105,The capital of Yeldun is Loduntha. The language of Ramin is ,12007,44370
ic,1,100,The capital of Yeldun is Loduntha. The language of Ramin is ,83318,106731
ic,1,101,The capital of Yeldun is Loduntha. The language of Ramin is ,5601,11919
ic,1,102,The capital of Yeldun is Loduntha. The language of Ramin is ,5049,7336
ic,1,103,The capital of Yeldun is Loduntha. The language of Ramin is ,82839,119232
ic,1,104,The capital of Yeldun is Loduntha. The language of Ramin is ,117759,124973
ic,1,105,The capital of Yeldun is Loduntha. The language of Ramin is ,7001,32412
ic,2,100,The capital of Yeldun is Loduntha. The language of Ramin is ,113430,141343
ic,2,101,The capital of Yeldun is Loduntha. The language of Ramin is ,16275,42752
ic,2,102,The capital of Yeldun is Loduntha. The language of Ramin is ,4581,14773
ic,2,103,The capital of Yeldun is Loduntha. The language of Ramin is ,85065,116790
ic,2,104,The capital of Yeldun is Loduntha. The language of Ramin is ,93033,133148
ic,2,105,The capital of Yeldun is Loduntha. The language of Ramin is ,2846,44809
ic,3,100,The capital of Yeldun is Loduntha. The language of Ramin is ,31448,99927
ic,3,101,The capital of Yeldun is Loduntha. The language of Ramin is ,957,8298
ic,3,102,The capital of Yeldun is Loduntha. The language of Ramin is ,4777,10778
ic,3,103,The capital of Yeldun is Loduntha. The language of Ramin is ,54873,121492
ic,3,104,The capital of Yeldun is Loduntha. The language of Ramin is ,41003,102151
ic,3,105,The capital of Yeldun is Loduntha. The language of Ramin is ,1007,36209
ic,4,100,The capital of Yeldun is Loduntha. The language of Ramin is ,61615,120529
ic,4,101,The capital of Yeldun is Loduntha. The language of Ramin is ,4319,13736
ic,4,102,The capital of Yeldun is Loduntha. The language of Ramin is ,14915,15286
ic,4,103,The capital of Yeldun is Loduntha. The language of Ramin is ,59078,115378
ic,4,104,The capital of Yeldun is Loduntha. The language of Ramin is ,114324,129934
ic,4,105,The capital of Yeldun is Loduntha. The language of Ramin is ,917,16488
ic,5,100,The capital of Yeldun is Loduntha. The language of Ramin is ,18856,94499
ic,5,101,The capital of Yeldun is Loduntha. The language of Ramin is ,855,10888
ic,5,102,The capital of Yeldun is Loduntha. The language of Ramin is ,5451,14965
ic,5,103,The capital of Yeldun is Loduntha. The language of Ramin is ,36631,96386
ic,5,104,The capital of Yeldun is Loduntha. The language of Ramin is ,67007,110583
ic,5,105,The capital of Yeldun is Loduntha. The language of Ramin is ,780,20946
ic,6,100,The capital of Yeldun is Loduntha. The language of Ramin is ,23290,72162
ic,6,101,The capital of Yeldun is Loduntha. The language of Ramin is ,2203,4035
ic,6,102,The capital of Yeldun is Loduntha. The language of Ramin is ,11799,19157
ic,6,103,The capital of Yeldun is Loduntha. The language of Ramin is ,33138,115608
ic,6,104,The capital of Yeldun is Loduntha. The language of Ramin is ,74283,130973
ic,6,105,The capital of Yeldun is Loduntha. The language of Ramin is ,579,17158
ic,7,100,The capital of Yeldun is Loduntha. The language of Ramin is ,11330,93381
ic,7,101,The capital of Yeldun is Loduntha. The language of Ramin is ,683,11301
ic,7,102,The capital of Yeldun is Loduntha. The language of Ramin is ,11169,30270
ic,7,103,The capital of Yeldun is Loduntha. The language of Ramin is ,29728,131856
ic,7,104,The capital of Yeldun is Loduntha. The language of Ramin is ,49983,131537
ic,7,105,The capital of Yeldun is Loduntha. The language of Ramin is ,266,32169
ic,8,100,The capital of Yeldun is Loduntha. The language of Ramin is ,123006,149441
ic,8,101,The capital of Yeldun is Loduntha. The language of Ramin is ,23349,59709
ic,8,102,The capital of Yeldun is Loduntha. The language of Ramin is ,43920,92387
ic,8,103,The capital of Yeldun is Loduntha. The language of Ramin is ,111903,148429
ic,8,104,The capital of Yeldun is Loduntha. The language of Ramin is ,115508,145284
ic,8,105,The capital of Yeldun is Loduntha. The language of Ramin is ,1490,53956
ic,9,100,The capital of Yeldun is Loduntha. The language of Ramin is ,37320,145634
ic,9,101,The capital of Yeldun is Loduntha. The language of Ramin is ,1240,42569
ic,9,102,The capital of Yeldun is Loduntha. The language of Ramin is ,28310,52254
ic,9,103,The capital of Yeldun is Loduntha. The language of Ramin is ,61896,124434
ic,9,104,The capital of Yeldun is Loduntha. The language of Ramin is ,67675,134591
ic,9,105,The capital of Yeldun is Loduntha. The language of Ramin is ,949,41352
ic,10,100,The capital of Yeldun is Loduntha. The language of Ramin is ,44417,145876
ic,10,101,The capital of Yeldun is Loduntha. The language of Ramin is ,1723,74548
ic,10,102,The capital of Yeldun is Loduntha. The language of Ramin is ,41352,73500
ic,10,103,The capital of Yeldun is Loduntha. The language of Ramin is ,88346,90635
ic,10,104,The capital of Yeldun is Loduntha. The language of Ramin is ,68681,135475
ic,10,105,The capital of Yeldun is Loduntha. The language of Ramin is ,3025,54629
ic,11,100,The capital of Yeldun is Loduntha. The language of Ramin is ,45952,147272
ic,11,101,The capital of Yeldun is Loduntha. The language of Ramin is ,685,100592
ic,11,102,The capital of Yeldun is Loduntha. The language of Ramin is ,39864,69029
ic,11,103,The capital of Yeldun is Loduntha. The language of Ramin is ,99980,149623
ic,11,104,The capital of Yeldun is Loduntha. The language of Ramin is ,63917,142913
ic,11,105,The capital of Yeldun is Loduntha. The language of Ramin is ,2131,63163
ic,12,100,The capital of Yeldun is Loduntha. The language of Ramin is ,7865,126804
ic,12,101,The capital of Yeldun is Loduntha. The language of Ramin is ,316,46732
ic,12,102,The capital of Yeldun is Loduntha. The language of Ramin is ,5934,39458
ic,12,103,The capital of Yeldun is Loduntha. The language of Ramin is ,65390,113635
ic,12,104,The capital of Yeldun is Loduntha. The language of Ramin is ,10931,132863
ic,12,105,The capital of Yeldun is Loduntha. The language of Ramin is ,740,49845
ic,13,100,The capital of Yeldun is Loduntha. The language of Ramin is ,16443,143067
ic,13,101,The capital of Yeldun is Loduntha. The language of Ramin is ,560,60833
ic,13,102,The capital of Yeldun is Loduntha. The language of Ramin is ,7559,66734
ic,13,103,The capital of Yeldun is Loduntha. The language of Ramin is ,19086,105949
ic,13,104,The capital of Yeldun is Loduntha. The language of Ramin is ,25930,146002
ic,13,105,The capital of Yeldun is Loduntha. The language of Ramin is ,1646,58489
ic,14,100,The capital of Yeldun is Loduntha. The language of Ramin is ,12926,101179
ic,14,101,The capital of Yeldun is Loduntha. The language of Ramin is ,465,36914
ic,14,102,The capital of Yeldun is Loduntha. The language of Ramin is ,25104,90957
ic,14,103,The capital of Yeldun is Loduntha. The language of Ramin is ,23565,105234
ic,14,104,The capital of Yeldun is Loduntha. The language of Ramin is ,38125,142174
ic,14,105,The capital of Yeldun is Loduntha. The language of Ramin is ,3335,87041
