block,layer,position,prompt,rank_intermediate,rank_answer
B,9,11,What is the capital of the ally of the rival of Tisfidun?,50924,65271
B,9,12,What is the capital of the ally of the rival of Tisfidun?,85332,113169
B,9,13,What is the capital of the ally of the rival of Tisfidun?,125230,140969
B,9,14,What is the capital of the ally of the rival of Tisfidun?,125114,115228
B,9,15,What is the capital of the ally of the rival of Tisfidun?,147899,151418
B,10,10,What is the capital of the ally of the rival of Tisfidun?,39,48
B,10,11,What is the capital of the ally of the rival of Tisfidun?,57908,78830
B,10,12,What is the capital of the ally of the rival of Tisfidun?,88262,125060
B,10,13,What is the capital of the ally of the rival of Tisfidun?,129445,145836
B,10,14,What is the capital of the ally of the rival of Tisfidun?,127963,130519
B,10,15,What is the capital of the ally of the rival of Tisfidun?,151490,151885
B,11,10,What is the capital of the ally of the rival of Tisfidun?,37,43
B,11,11,What is the capital of the ally of the rival of Tisfidun?,45252,64526
B,11,12,What is the capital of the ally of the rival of Tisfidun?,88531,124849
B,11,13,What is the capital of the ally of the rival of Tisfidun?,130292,146129
B,11,14,What is the capital of the ally of the rival of Tisfidun?,123918,120166
B,11,15,What is the capital of the ally of the rival of Tisfidun?,151450,151883
B,12,10,What is the capital of the ally of the rival of Tisfidun?,29,32
B,12,11,What is the capital of the ally of the rival of Tisfidun?,43619,68501
B,12,12,What is the capital of the ally of the rival of Tisfidun?,95246,135343
B,12,13,What is the capital of the ally of the rival of Tisfidun?,134904,150046
B,12,14,What is the capital of the ally of the rival of Tisfidun?,128561,135257
B,12,15,What is the capital of the ally of the rival of Tisfidun?,149993,151827
B,13,10,What is the capital of the ally of the rival of Tisfidun?,27,17
B,13,11,What is the capital of the ally of the rival of Tisfidun?,49314,57255
B,13,12,What is the capital of the ally of the rival of Tisfidun?,114986,139262
B,13,13,What is the capital of the ally of the rival of Tisfidun?,134401,148784
B,13,14,What is the capital of the ally of the rival of Tisfidun?,131625,127996
B,13,15,What is the capital of the ally of the rival of Tisfidun?,150334,151851
B,14,10,What is the capital of the ally of the rival of Tisfidun?,19,21
B,14,11,What is the capital of the ally of the rival of Tisfidun?,77717,99611
B,14,12,What is the capital of the ally of the rival of Tisfidun?,127909,146743
B,14,13,What is the capital of the ally of the rival of Tisfidun?,139931,150164
B,14,14,What is the capital of the ally of the rival of Tisfidun?,140947,142741
B,14,15,What is the capital of the ally of the rival of Tisfidun?,150040,151831
B,15,10,What is the capital of the ally of the rival of Tisfidun?,23,28
B,15,11,What is the capital of the ally of the rival of Tisfidun?,112629,144708
B,15,12,What is the capital of the ally of the rival of Tisfidun?,132147,149670
B,15,13,What is the capital of the ally of the rival of Tisfidun?,143182,151104
B,15,14,What is the capital of the ally of the rival of Tisfidun?,146791,149382
B,15,15,What is the capital of the ally of the rival of Tisfidun?,148259,151674
B,16,10,What is the capital of the ally of the rival of Tisfidun?,40,34
B,16,11,What is the capital of the ally of the rival of Tisfidun?,143603,149980
B,16,12,What is the capital of the ally of the rival of Tisfidun?,148352,151328
B,16,13,What is the capital of the ally of the rival of Tisfidun?,150704,151738
B,16,14,What is the capital of the ally of the rival of Tisfidun?,151143,151421
B,16,15,What is the capital of the ally of the rival of Tisfidun?,150182,151659
B,17,10,What is the capital of the ally of the rival of Tisfidun?,48,53
B,17,11,What is the capital of the ally of the rival of Tisfidun?,137868,141263
B,17,12,What is the capital of the ally of the rival of Tisfidun?,148127,150044
B,17,13,What is the capital of the ally of the rival of Tisfidun?,150933,151720
B,17,14,What is the capital of the ally of the rival of Tisfidun?,151119,151299
B,17,15,What is the capital of the ally of the rival of Tisfidun?,151078,151545
B,18,10,What is the capital of the ally of the rival of Tisfidun?,50,63
B,18,11,What is the capital of the ally of the rival of Tisfidun?,51286,59912
B,18,12,What is the capital of the ally of the rival of Tisfidun?,104578,121890
B,18,13,What is the capital of the ally of the rival of Tisfidun?,150375,151396
B,18,14,What is the capital of the ally of the rival of Tisfidun?,150933,150836
B,18,15,What is the capital of the ally of the rival of Tisfidun?,151112,151292
B,19,10,What is the capital of the ally of the rival of Tisfidun?,53,38
B,19,11,What is the capital of the ally of the rival of Tisfidun?,19610,19406
B,19,12,What is the capital of the ally of the rival of Tisfidun?,27032,53309
B,19,13,What is the capital of the ally of the rival of Tisfidun?,149317,148652
B,19,14,What is the capital of the ally of the rival of Tisfidun?,150904,148930
B,19,15,What is the capital of the ally of the rival of Tisfidun?,151205,142487
B,20,10,What is the capital of the ally of the rival of Tisfidun?,35,23
B,20,11,What is the capital of the ally of the rival of Tisfidun?,9977,13236
B,20,12,What is the capital of the ally of the rival of Tisfidun?,13556,23086
B,20,13,What is the capital of the ally of the rival of Tisfidun?,142338,138570
B,20,14,What is the capital of the ally of the rival of Tisfidun?,150693,137768
B,20,15,What is the capital of the ally of the rival of Tisfidun?,151536,140106
B,21,10,What is the capital of the ally of the rival of Tisfidun?,10,44
B,21,11,What is the capital of the ally of the rival of Tisfidun?,2814,17770
B,21,12,What is the capital of the ally of the rival of Tisfidun?,3025,13329
B,21,13,What is the capital of the ally of the rival of Tisfidun?,20812,62141
B,21,14,What is the capital of the ally of the rival of Tisfidun?,73736,63938
B,21,15,What is the capital of the ally of the rival of Tisfidun?,150692,136111
B,22,10,What is the capital of the ally of the rival of Tisfidun?,10,20
B,22,11,What is the capital of the ally of the rival of Tisfidun?,3606,13010
B,22,12,What is the capital of the ally of the rival of Tisfidun?,2434,3430
B,22,13,What is the capital of the ally of the rival of Tisfidun?,31406,32134
B,22,14,What is the capital of the ally of the rival of Tisfidun?,72839,39384
B,22,15,What is the capital of the ally of the rival of Tisfidun?,151272,134268
B,23,10,What is the capital of the ally of the rival of Tisfidun?,10,21
B,23,11,What is the capital of the ally of the rival of Tisfidun?,2680,11066
B,23,12,What is the capital of the ally of the rival of Tisfidun?,5615,2385
B,23,13,What is the capital of the ally of the rival of Tisfidun?,20353,11220
B,23,14,What is the capital of the ally of the rival of Tisfidun?,63144,25351
B,23,15,What is the capital of the ally of the rival of Tisfidun?,149663,118117
B,24,10,What is the capital of the ally of the rival of Tisfidun?,8,21
B,24,11,What is the capital of the ally of the rival of Tisfidun?,2501,10390
B,24,12,What is the capital of the ally of the rival of Tisfidun?,3346,1616
B,24,13,What is the capital of the ally of the rival of Tisfidun?,17475,11277
B,24,14,What is the capital of the ally of the rival of Tisfidun?,38173,17132
B,24,15,What is the capital of the ally of the rival of Tisfidun?,148754,96651
B,25,10,What is the capital of the ally of the rival of Tisfidun?,9,16
B,25,11,What is the capital of the ally of the rival of Tisfidun?,2870,3917
B,25,12,What is the capital of the ally of the rival of Tisfidun?,3244,1163
B,25,13,What is the capital of the ally of the rival of Tisfidun?,10441,3777
B,25,14,What is the capital of the ally of the rival of Tisfidun?,27403,9123
B,25,15,What is the capital of the ally of the rival of Tisfidun?,143503,79477
B,26,10,What is the capital of the ally of the rival of Tisfidun?,14,13
B,26,11,What is the capital of the ally of the rival of Tisfidun?,1129,1000
B,26,12,What is the capital of the ally of the rival of Tisfidun?,2182,588
B,26,13,What is the capital of the ally of the rival of Tisfidun?,8582,1504
B,26,14,What is the capital of the ally of the rival of Tisfidun?,11586,3694
B,26,15,What is the capital of the ally of the rival of Tisfidun?,128897,48473
B,0,10,What is the currency of the ally of the rival of Tisfidun?,18,91
B,0,11,What is the currency of the ally of the rival of Tisfidun?,17860,96263
B,0,12,What is the currency of the ally of the rival of Tisfidun?,14656,38998
B,0,13,What is the currency of the ally of the rival of Tisfidun?,135254,142694
B,0,14,What is the currency of the ally of the rival of Tisfidun?,147654,137340
B,0,15,What is the currency of the ally of the rival of Tisfidun?,46125,63614
B,1,10,What is the currency of the ally of the rival of Tisfidun?,27,51
B,1,11,What is the currency of the ally of the rival of Tisfidun?,14687,47086
B,1,12,What is the currency of the ally of the rival of Tisfidun?,12757,42664
B,1,13,What is the currency of the ally of the rival of Tisfidun?,112912,131501
B,1,14,What is the currency of the ally of the rival of Tisfidun?,146692,129544
B,1,15,What is the currency of the ally of the rival of Tisfidun?,10870,10899
B,2,10,What is the currency of the ally of the rival of Tisfidun?,44,80
B,2,11,What is the currency of the ally of the rival of Tisfidun?,49496,110893
B,2,12,What is the currency of the ally of the rival of Tisfidun?,41591,96352
B,2,13,What is the currency of the ally of the rival of Tisfidun?,123077,147328
B,2,14,What is the currency of the ally of the rival of Tisfidun?,145288,143530
B,2,15,What is the currency of the ally of the rival of Tisfidun?,95752,82203
B,3,10,What is the currency of the ally of the rival of Tisfidun?,27,50
B,3,11,What is the currency of the ally of the rival of Tisfidun?,9378,18649
B,3,12,What is the currency of the ally of the rival of Tisfidun?,9113,39733
B,3,13,What is the currency of the ally of the rival of Tisfidun?,22950,84567
B,3,14,What is the currency of the ally of the rival of Tisfidun?,134635,112907
B,3,15,What is the currency of the ally of the rival of Tisfidun?,55990,42832
B,4,10,What is the currency of the ally of the rival of Tisfidun?,25,50
B,4,11,What is the currency of the ally of the rival of Tisfidun?,21994,45137
B,4,12,What is the currency of the ally of the rival of Tisfidun?,39426,94615
B,4,13,What is the currency of the ally of the rival of Tisfidun?,57570,132711
B,4,14,What is the currency of the ally of the rival of Tisfidun?,143211,137132
B,4,15,What is the currency of the ally of the rival of Tisfidun?,87036,57356
B,5,10,What is the currency of the ally of the rival of Tisfidun?,33,72
B,5,11,What is the currency of the ally of the rival of Tisfidun?,36527,59887
B,5,12,What is the currency of the ally of the rival of Tisfidun?,77944,120550
B,5,13,What is the currency of the ally of the rival of Tisfidun?,112052,147356
B,5,14,What is the currency of the ally of the rival of Tisfidun?,144341,140077
B,5,15,What is the currency of the ally of the rival of Tisfidun?,94068,48759
B,6,10,What is the currency of the ally of the rival of Tisfidun?,27,61
B,6,11,What is the currency of the ally of the rival of Tisfidun?,45507,68881
B,6,12,What is the currency of the ally of the rival of Tisfidun?,82909,124856
B,6,13,What is the currency of the ally of the rival of Tisfidun?,128837,149164
B,6,14,What is the currency of the ally of the rival of Tisfidun?,145092,138356
B,6,15,What is the currency of the ally of the rival of Tisfidun?,79010,35010
B,7,10,What is the currency of the ally of the rival of Tisfidun?,32,80
B,7,11,What is the currency of the ally of the rival of Tisfidun?,53986,69115
B,7,12,What is the currency of the ally of the rival of Tisfidun?,73084,117304
B,7,13,What is the currency of the ally of the rival of Tisfidun?,116151,144918
B,7,14,What is the currency of the ally of the rival of Tisfidun?,135708,129380
B,7,15,What is the currency of the ally of the rival of Tisfidun?,130084,92256
B,8,10,What is the currency of the ally of the rival of Tisfidun?,32,85
B,8,11,What is the currency of the ally of the rival of Tisfidun?,42067,47585
B,8,12,What is the currency of the ally of the rival of Tisfidun?,63295,105994
B,8,13,What is the currency of the ally of the rival of Tisfidun?,99096,138750
B,8,14,What is the currency of the ally of the rival of Tisfidun?,119696,107869
B,8,15,What is the currency of the ally of the rival of Tisfidun?,137251,117890
B,9,10,What is the currency of the ally of the rival of Tisfidun?,29,92
B,9,11,What is the currency of the ally of the rival of Tisfidun?,65172,69536
B,9,12,What is the currency of the ally of the rival of Tisfidun?,91567,121476
B,9,13,What is the currency of the ally of the rival of Tisfidun?,127727,145732
B,9,14,What is the currency of the ally of the rival of Tisfidun?,129611,127136
B,9,15,What is the currency of the ally of the rival of Tisfidun?,148524,133340
B,10,10,What is the currency of the ally of the rival of Tisfidun?,37,147
B,10,11,What is the currency of the ally of the rival of Tisfidun?,61466,68429
B,10,12,What is the currency of the ally of the rival of Tisfidun?,86467,122635
B,10,13,What is the currency of the ally of the rival of Tisfidun?,130516,146270
B,10,14,What is the currency of the ally of the rival of Tisfidun?,129771,132772
B,10,15,What is the currency of the ally of the rival of Tisfidun?,151374,146291
B,11,10,What is the currency of the ally of the rival of Tisfidun?,38,134
B,11,11,What is the currency of the ally of the rival of Tisfidun?,56660,66620
B,11,12,What is the currency of the ally of the rival of Tisfidun?,92122,125478
B,11,13,What is the currency of the ally of the rival of Tisfidun?,131130,146518
B,11,14,What is the currency of the ally of the rival of Tisfidun?,126601,126922
B,11,15,What is the currency of the ally of the rival of Tisfidun?,151349,147536
B,12,10,What is the currency of the ally of the rival of Tisfidun?,27,92
B,12,11,What is the currency of the ally of the rival of Tisfidun?,50647,59679
B,12,12,What is the currency of the ally of the rival of Tisfidun?,93660,126997
B,12,13,What is the currency of the ally of the rival of Tisfidun?,132818,147920
B,12,14,What is the currency of the ally of the rival of Tisfidun?,127847,131795
B,12,15,What is the currency of the ally of the rival of Tisfidun?,149832,145218
B,13,10,What is the currency of the ally of the rival of Tisfidun?,25,69
B,13,11,What is the currency of the ally of the rival of Tisfidun?,55338,55168
B,13,12,What is the currency of the ally of the rival of Tisfidun?,109469,133701
B,13,13,What is the currency of the ally of the rival of Tisfidun?,133370,147796
B,13,14,What is the currency of the ally of the rival of Tisfidun?,132776,131746
B,13,15,What is the currency of the ally of the rival of Tisfidun?,150069,146011
B,14,10,What is the currency of the ally of the rival of Tisfidun?,18,68
B,14,11,What is the currency of the ally of the rival of Tisfidun?,80870,74072
B,14,12,What is the currency of the ally of the rival of Tisfidun?,124053,139778
B,14,13,What is the currency of the ally of the rival of Tisfidun?,139380,148884
B,14,14,What is the currency of the ally of the rival of Tisfidun?,142319,140289
B,14,15,What is the currency of the ally of the rival of Tisfidun?,150229,143949
B,15,10,What is the currency of the ally of the rival of Tisfidun?,23,165
B,15,11,What is the currency of the ally of the rival of Tisfidun?,114175,112627
B,15,12,What is the currency of the ally of the rival of Tisfidun?,123539,140654
B,15,13,What is the currency of the ally of the rival of Tisfidun?,139786,149213
B,15,14,What is the currency of the ally of the rival of Tisfidun?,146433,144981
B,15,15,What is the currency of the ally of the rival of Tisfidun?,148380,141195
B,16,10,What is the currency of the ally of the rival of Tisfidun?,42,212
B,16,11,What is the currency of the ally of the rival of Tisfidun?,144310,134944
B,16,12,What is the currency of the ally of the rival of Tisfidun?,146409,148597
B,16,13,What is the currency of the ally of the rival of Tisfidun?,150374,151210
B,16,14,What is the currency of the ally of the rival of Tisfidun?,151125,150718
B,16,15,What is the currency of the ally of the rival of Tisfidun?,150188,141018
B,17,10,What is the currency of the ally of the rival of Tisfidun?,50,372
B,17,11,What is the currency of the ally of the rival of Tisfidun?,139793,122161
B,17,12,What is the currency of the ally of the rival of Tisfidun?,146645,146208
B,17,13,What is the currency of the ally of the rival of Tisfidun?,150697,151216
B,17,14,What is the currency of the ally of the rival of Tisfidun?,151080,150564
B,17,15,What is the currency of the ally of the rival of Tisfidun?,150831,144363
B,18,10,What is the currency of the ally of the rival of Tisfidun?,53,583
B,18,11,What is the currency of the ally of the rival of Tisfidun?,54600,63299
B,18,12,What is the currency of the ally of the rival of Tisfidun?,99659,108900
B,18,13,What is the currency of the ally of the rival of Tisfidun?,150022,150056
B,18,14,What is the currency of the ally of the rival of Tisfidun?,150884,149471
B,18,15,What is the currency of the ally of the rival of Tisfidun?,150862,139927
B,19,10,What is the currency of the ally of the rival of Tisfidun?,51,492
B,19,11,What is the currency of the ally of the rival of Tisfidun?,19791,28894
B,19,12,What is the currency of the ally of the rival of Tisfidun?,27575,54394
B,19,13,What is the currency of the ally of the rival of Tisfidun?,148142,147805
B,19,14,What is the currency of the ally of the rival of Tisfidun?,150809,148486
B,19,15,What is the currency of the ally of the rival of Tisfidun?,150982,126757
B,20,10,What is the currency of the ally of the rival of Tisfidun?,31,429
B,20,11,What is the currency of the ally of the rival of Tisfidun?,15609,24631
B,20,12,What is the currency of the ally of the rival of Tisfidun?,18346,31454
B,20,13,What is the currency of the ally of the rival of Tisfidun?,147002,146574
B,20,14,What is the currency of the ally of the rival of Tisfidun?,150672,145959
B,20,15,What is the currency of the ally of the rival of Tisfidun?,151472,124829
B,21,10,What is the currency of the ally of the rival of Tisfidun?,11,443
B,21,11,What is the currency of the ally of the rival of Tisfidun?,4991,13558
B,21,12,What is the currency of the ally of the rival of Tisfidun?,4201,23704
B,21,13,What is the currency of the ally of the rival of Tisfidun?,26906,135454
B,21,14,What is the currency of the ally of the rival of Tisfidun?,76781,144318
B,21,15,What is the currency of the ally of the rival of Tisfidun?,150259,120669
B,22,10,What is the currency of the ally of the rival of Tisfidun?,11,436
B,22,11,What is the currency of the ally of the rival of Tisfidun?,5258,14102
B,22,12,What is the currency of the ally of the rival of Tisfidun?,3102,7355
B,22,13,What is the currency of the ally of the rival of Tisfidun?,39500,120689
B,22,14,What is the currency of the ally of the rival of Tisfidun?,73299,142824
B,22,15,What is the currency of the ally of the rival of Tisfidun?,151034,124376
B,23,10,What is the currency of the ally of the rival of Tisfidun?,10,299
B,23,11,What is the currency of the ally of the rival of Tisfidun?,5162,13360
B,23,12,What is the currency of the ally of the rival of Tisfidun?,5571,7363
B,23,13,What is the currency of the ally of the rival of Tisfidun?,23364,74017
B,23,14,What is the currency of the ally of the rival of Tisfidun?,61895,96427
B,23,15,What is the currency of the ally of the rival of Tisfidun?,149328,119797
B,24,10,What is the currency of the ally of the rival of Tisfidun?,8,203
B,24,11,What is the currency of the ally of the rival of Tisfidun?,5175,14469
B,24,12,What is the currency of the ally of the rival of Tisfidun?,3205,9039
B,24,13,What is the currency of the ally of the rival of Tisfidun?,21377,74226
B,24,14,What is the currency of the ally of the rival of Tisfidun?,35214,79242
B,24,15,What is the currency of the ally of the rival of Tisfidun?,148484,115138
B,25,10,What is the currency of the ally of the rival of Tisfidun?,10,122
B,25,11,What is the currency of the ally of the rival of Tisfidun?,6091,9426
B,25,12,What is the currency of the ally of the rival of Tisfidun?,3415,8998
B,25,13,What is the currency of the ally of the rival of Tisfidun?,12066,37426
B,25,14,What is the currency of the ally of the rival of Tisfidun?,24549,45874
B,25,15,What is the currency of the ally of the rival of Tisfidun?,143038,106807
B,26,10,What is the currency of the ally of the rival of Tisfidun?,12,123
B,26,11,What is the currency of the ally of the rival of Tisfidun?,2604,4601
B,26,12,What is the currency of the ally of the rival of Tisfidun?,2390,5886
B,26,13,What is the currency of the ally of the rival of Tisfidun?,9806,22544
B,26,14,What is the currency of the ally of the rival of Tisfidun?,10631,24123
B,26,15,What is the currency of the ally of the rival of Tisfidun?,127731,105673
A,0,9,What is the continent of the rival of the rival of Rasurud?,82692,13715
A,0,10,What is the continent of the rival of the rival of Rasurud?,2,5
A,0,11,What is the continent of the rival of the rival of Rasurud?,142400,150428
A,0,12,What is the continent of the rival of the rival of Rasurud?,26894,50998
A,0,13,What is the continent of the rival of the rival of Rasurud?,80888,93337
A,0,14,What is the continent of the rival of the rival of Rasurud?,57074,89378
A,1,9,What is the continent of the rival of the rival of Rasurud?,23154,1499
A,1,10,What is the continent of the rival of the rival of Rasurud?,3,6
A,1,11,What is the continent of the rival of the rival of Rasurud?,135401,149900
A,1,12,What is the continent of the rival of the rival of Rasurud?,50732,71774
A,1,13,What is the continent of the rival of the rival of Rasurud?,71280,89589
A,1,14,What is the continent of the rival of the rival of Rasurud?,13141,44355
A,2,9,What is the continent of the rival of the rival of Rasurud?,30748,2850
A,2,10,What is the continent of the rival of the rival of Rasurud?,5,8
A,2,11,What is the continent of the rival of the rival of Rasurud?,144414,151387
A,2,12,What is the continent of the rival of the rival of Rasurud?,142142,137288
A,2,13,What is the continent of the rival of the rival of Rasurud?,103392,102484
A,2,14,What is the continent of the rival of the rival of Rasurud?,90399,125529
A,3,9,What is the continent of the rival of the rival of Rasurud?,260,16
A,3,10,What is the continent of the rival of the rival of Rasurud?,2,4
A,3,11,What is the continent of the rival of the rival of Rasurud?,99402,142750
A,3,12,What is the continent of the rival of the rival of Rasurud?,2953,678
A,3,13,What is the continent of the rival of the rival of Rasurud?,1381,1436
A,3,14,What is the continent of the rival of the rival of Rasurud?,40121,70217
A,4,9,What is the continent of the rival of the rival of Rasurud?,346,37
A,4,10,What is the continent of the rival of the rival of Rasurud?,1,4
A,4,11,What is the continent of the rival of the rival of Rasurud?,98626,141115
A,4,12,What is the continent of the rival of the rival of Rasurud?,29711,13378
A,4,13,What is the continent of the rival of the rival of Rasurud?,9559,11147
A,4,14,What is the continent of the rival of the rival of Rasurud?,73968,110322
A,5,9,What is the continent of the rival of the rival of Rasurud?,1988,305
A,5,10,What is the continent of the rival of the rival of Rasurud?,2,4
A,5,11,What is the continent of the rival of the rival of Rasurud?,124021,147214
A,5,12,What is the continent of the rival of the rival of Rasurud?,116527,87341
A,5,13,What is the continent of the rival of the rival of Rasurud?,58033,68586
A,5,14,What is the continent of the rival of the rival of Rasurud?,74755,114239
A,6,9,What is the continent of the rival of the rival of Rasurud?,573,157
A,6,10,What is the continent of the rival of the rival of Rasurud?,2,4
A,6,11,What is the continent of the rival of the rival of Rasurud?,109536,143945
A,6,12,What is the continent of the rival of the rival of Rasurud?,100730,81888
A,6,13,What is the continent of the rival of the rival of Rasurud?,37528,66995
A,6,14,What is the continent of the rival of the rival of Rasurud?,63496,109259
A,7,9,What is the continent of the rival of the rival of Rasurud?,928,535
A,7,10,What is the continent of the rival of the rival of Rasurud?,2,5
A,7,11,What is the continent of the rival of the rival of Rasurud?,86242,138073
A,7,12,What is the continent of the rival of the rival of Rasurud?,26693,23297
A,7,13,What is the continent of the rival of the rival of Rasurud?,22505,50294
A,7,14,What is the continent of the rival of the rival of Rasurud?,100003,144714
A,8,9,What is the continent of the rival of the rival of Rasurud?,1151,530
A,8,10,What is the continent of the rival of the rival of Rasurud?,2,5
A,8,11,What is the continent of the rival of the rival of Rasurud?,67076,124579
A,8,12,What is the continent of the rival of the rival of Rasurud?,22066,19205
A,8,13,What is the continent of the rival of the rival of Rasurud?,10163,15756
A,8,14,What is the continent of the rival of the rival of Rasurud?,124043,148252
A,9,9,What is the continent of the rival of the rival of Rasurud?,476,556
A,9,10,What is the continent of the rival of the rival of Rasurud?,1,5
A,9,11,What is the continent of the rival of the rival of Rasurud?,50716,126099
A,9,12,What is the continent of the rival of the rival of Rasurud?,37934,68420
A,9,13,What is the continent of the rival of the rival of Rasurud?,17011,55018
A,9,14,What is the continent of the rival of the rival of Rasurud?,136077,150997
A,10,9,What is the continent of the rival of the rival of Rasurud?,532,1486
A,10,10,What is the continent of the rival of the rival of Rasurud?,1,18
A,10,11,What is the continent of the rival of the rival of Rasurud?,47086,131438
A,10,12,What is the continent of the rival of the rival of Rasurud?,51669,106050
A,10,13,What is the continent of the rival of the rival of Rasurud?,68147,130539
A,10,14,What is the continent of the rival of the rival of Rasurud?,147315,151753
A,11,9,What is the continent of the rival of the rival of Rasurud?,353,591
A,11,10,What is the continent of the rival of the rival of Rasurud?,1,14
A,11,11,What is the continent of the rival of the rival of Rasurud?,43595,120878
A,11,12,What is the continent of the rival of the rival of Rasurud?,34943,70981
A,11,13,What is the continent of the rival of the rival of Rasurud?,54958,120902
A,11,14,What is the continent of the rival of the rival of Rasurud?,149918,151795
A,12,9,What is the continent of the rival of the rival of Rasurud?,34,141
A,12,10,What is the continent of the rival of the rival of Rasurud?,1,7
A,12,11,What is the continent of the rival of the rival of Rasurud?,23947,102896
A,12,12,What is the continent of the rival of the rival of Rasurud?,37554,87780
A,12,13,What is the continent of the rival of the rival of Rasurud?,67508,134486
A,12,14,What is the continent of the rival of the rival of Rasurud?,144466,151369
A,13,9,What is the continent of the rival of the rival of Rasurud?,60,59
A,13,10,What is the continent of the rival of the rival of Rasurud?,1,4
A,13,11,What is the continent of the rival of the rival of Rasurud?,32396,116573
A,13,12,What is the continent of the rival of the rival of Rasurud?,33134,77282
A,13,13,What is the continent of the rival of the rival of Rasurud?,39142,111931
A,13,14,What is the continent of the rival of the rival of Rasurud?,144134,151281
A,14,9,What is the continent of the rival of the rival of Rasurud?,22,29
A,14,10,What is the continent of the rival of the rival of Rasurud?,0,4
A,14,11,What is the continent of the rival of the rival of Rasurud?,51319,137024
A,14,12,What is the continent of the rival of the rival of Rasurud?,43097,97096
A,14,13,What is the continent of the rival of the rival of Rasurud?,54267,123594
A,14,14,What is the continent of the rival of the rival of Rasurud?,143610,151327
A,15,9,What is the continent of the rival of the rival of Rasurud?,64,82
A,15,10,What is the continent of the rival of the rival of Rasurud?,0,4
A,15,11,What is the continent of the rival of the rival of Rasurud?,74649,142792
A,15,12,What is the continent of the rival of the rival of Rasurud?,70549,98875
A,15,13,What is the continent of the rival of the rival of Rasurud?,108746,134136
A,15,14,What is the continent of the rival of the rival of Rasurud?,142800,150725
A,16,9,What is the continent of the rival of the rival of Rasurud?,2146,1580
A,16,10,What is the continent of the rival of the rival of Rasurud?,0,4
A,16,11,What is the continent of the rival of the rival of Rasurud?,122595,148803
A,16,12,What is the continent of the rival of the rival of Rasurud?,145755,147628
A,16,13,What is the continent of the rival of the rival of Rasurud?,145501,148632
A,16,14,What is the continent of the rival of the rival of Rasurud?,145405,150958
A,17,9,What is the continent of the rival of the rival of Rasurud?,7787,1831
A,17,10,What is the continent of the rival of the rival of Rasurud?,0,4
A,17,11,What is the continent of the rival of the rival of Rasurud?,117050,144843
A,17,12,What is the continent of the rival of the rival of Rasurud?,146346,147224
A,17,13,What is the continent of the rival of the rival of Rasurud?,148405,150035
A,17,14,What is the continent of the rival of the rival of Rasurud?,149466,151231
A,18,9,What is the continent of the rival of the rival of Rasurud?,16149,4432
A,18,10,What is the continent of the rival of the rival of Rasurud?,0,5
A,18,11,What is the continent of the rival of the rival of Rasurud?,128251,140958
A,18,12,What is the continent of the rival of the rival of Rasurud?,142195,142493
A,18,13,What is the continent of the rival of the rival of Rasurud?,149580,149238
A,18,14,What is the continent of the rival of the rival of Rasurud?,149539,150764
A,19,9,What is the continent of the rival of the rival of Rasurud?,34857,21557
A,19,10,What is the continent of the rival of the rival of Rasurud?,1,7
A,19,11,What is the continent of the rival of the rival of Rasurud?,48750,95249
A,19,12,What is the continent of the rival of the rival of Rasurud?,133731,143306
A,19,13,What is the continent of the rival of the rival of Rasurud?,148366,148077
A,19,14,What is the continent of the rival of the rival of Rasurud?,147614,141255
A,20,9,What is the continent of the rival of the rival of Rasurud?,63391,28325
A,20,10,What is the continent of the rival of the rival of Rasurud?,3,8
A,20,11,What is the continent of the rival of the rival of Rasurud?,36690,32813
A,20,12,What is the continent of the rival of the rival of Rasurud?,122235,123441
A,20,13,What is the continent of the rival of the rival of Rasurud?,128525,139059
A,20,14,What is the continent of the rival of the rival of Rasurud?,149286,141111
A,21,9,What is the continent of the rival of the rival of Rasurud?,84328,18513
A,21,10,What is the continent of the rival of the rival of Rasurud?,4,5
A,21,11,What is the continent of the rival of the rival of Rasurud?,12096,8857
A,21,12,What is the continent of the rival of the rival of Rasurud?,132714,125449
A,21,13,What is the continent of the rival of the rival of Rasurud?,107720,101353
A,21,14,What is the continent of the rival of the rival of Rasurud?,144266,129788
A,22,9,What is the continent of the rival of the rival of Rasurud?,74601,15681
A,22,10,What is the continent of the rival of the rival of Rasurud?,6,4
A,22,11,What is the continent of the rival of the rival of Rasurud?,14590,3407
A,22,12,What is the continent of the rival of the rival of Rasurud?,130674,101582
A,22,13,What is the continent of the rival of the rival of Rasurud?,103277,93570
A,22,14,What is the continent of the rival of the rival of Rasurud?,145576,131009
A,23,9,What is the continent of the rival of the rival of Rasurud?,68446,9137
A,23,10,What is the continent of the rival of the rival of Rasurud?,7,3
A,23,11,What is the continent of the rival of the rival of Rasurud?,10082,3938
A,23,12,What is the continent of the rival of the rival of Rasurud?,84920,70871
A,23,13,What is the continent of the rival of the rival of Rasurud?,92572,50352
A,23,14,What is the continent of the rival of the rival of Rasurud?,143735,114230
A,24,9,What is the continent of the rival of the rival of Rasurud?,84363,14785
A,24,10,What is the continent of the rival of the rival of Rasurud?,4,6
A,24,11,What is the continent of the rival of the rival of Rasurud?,9215,3257
A,24,12,What is the continent of the rival of the rival of Rasurud?,140973,51883
A,24,13,What is the continent of the rival of the rival of Rasurud?,102926,34603
A,24,14,What is the continent of the rival of the rival of Rasurud?,141860,103867
A,25,9,What is the continent of the rival of the rival of Rasurud?,54464,4496
